organization,type,gender,name,link,,,
SAA,Cat,M,Mago,https://www.saa.org.hk/zh/ad_detail.php?id=158,https://www.facebook.com/siuyeongHKAdopt/posts/227422232385509,https://www.instagram.com/p/CKbBzIQguEl/,https://t.me/siuyeongHKAdopt/286
HKAAC,Dog,M,斑斑,https://www.hk-aac.org.hk/貓狗領養?product_id=1646,https://www.facebook.com/siuyeongHKAdopt/posts/226755899118809,https://www.instagram.com/p/CKYgs7GgRx2/,https://t.me/siuyeongHKAdopt/285
HKHERP,Turtle,N/A,小鋸鱷,https://www.hkherp.org.hk/product-page/凸背鱷龜-小鋸鱷,https://www.facebook.com/siuyeongHKAdopt/posts/226175702510162,https://www.instagram.com/p/CKWVbrNgGYA/,https://t.me/siuyeongHKAdopt/284
Hong Kong Rabit Society,Rabbit,M,Solstice,https://www.hkrabbit.org/?cat=4&rabbitID=18313,https://www.facebook.com/siuyeongHKAdopt/posts/225470272580705,https://www.instagram.com/p/CKTqw7Cgapt/,https://t.me/siuyeongHKAdopt/283
Hong Kong Dog Rescue,Dog,M,Cheerio,https://hongkongdogrescue.com/dogs/cheerio/,https://www.facebook.com/siuyeongHKAdopt/posts/224822512645481,https://www.instagram.com/p/CKRDi5IAOgJ/,https://t.me/siuyeongHKAdopt/282
SPCA,Turtle,N/A,Beavis,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=499440,https://www.facebook.com/siuyeongHKAdopt/posts/224168609377538,https://www.instagram.com/p/CKOgprggCPq/,https://t.me/siuyeongHKAdopt/281
Paws United Charity,Dog,F,Camilia,https://www.instagram.com/p/CKGqk7DjwWR/,https://www.facebook.com/siuyeongHKAdopt/posts/223536539440745,https://www.instagram.com/p/CKL-gzgAlmi/,https://t.me/siuyeongHKAdopt/280
HKSCDA,Cat,F,Sweetie,https://hkscda.com/animal/id/1812,https://www.facebook.com/siuyeongHKAdopt/posts/222784436182622,https://www.instagram.com/p/CKIu_hQgU76/,https://t.me/siuyeongHKAdopt/279
SAA,Cat,F,Marie,https://www.saa.org.hk/zh/ad_detail.php?id=160,https://www.facebook.com/siuyeongHKAdopt/posts/222182992909433,https://www.instagram.com/p/CKGcgBTAYW_/,https://t.me/siuyeongHKAdopt/278
HKAAC,Cat,M,飛仔,https://www.hk-aac.org.hk/貓狗領養?product_id=1640,https://www.facebook.com/siuyeongHKAdopt/posts/221655176295548,https://www.instagram.com/p/CKEPn6jgCUS/,https://t.me/siuyeongHKAdopt/277
HKHERP,Turtle,F,二二,https://www.hkherp.org.hk/product-page/巴西龜-二二,https://www.facebook.com/siuyeongHKAdopt/posts/220962716364794,https://www.instagram.com/p/CKBmej5AUbq/,https://t.me/siuyeongHKAdopt/276
Hong Kong Rabit Society,Rabbit,M,Earl,https://www.hkrabbit.org/?cat=4&rabbitID=18302,https://www.facebook.com/siuyeongHKAdopt/posts/220352513092481,https://www.instagram.com/p/CJ_HfjJgXYj/,https://t.me/siuyeongHKAdopt/275
Hong Kong Dog Rescue,Dog,M,Ned,https://hongkongdogrescue.com/dogs/Ned/,https://www.facebook.com/siuyeongHKAdopt/posts/219625459831853,https://www.instagram.com/p/CJ8dJ_8Awq4/,https://t.me/siuyeongHKAdopt/274
SPCA,Dog,F,Nefertiti,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=491506,https://www.facebook.com/siuyeongHKAdopt/posts/219012046559861,https://www.instagram.com/p/CJ53d0zAlPz/,https://t.me/siuyeongHKAdopt/273
Paws United Charity,Dog,M,Kojo,https://www.instagram.com/p/CJ0YWXRj2iQ/,https://www.facebook.com/siuyeongHKAdopt/posts/218168973310835,https://www.instagram.com/p/CJ2u_ZzAoBT/,https://t.me/siuyeongHKAdopt/272
HKSCDA,Cat,F,山竹,https://hkscda.com/animal/id/1800,https://www.facebook.com/siuyeongHKAdopt/posts/217577880036611,https://www.instagram.com/p/CJ0aUdFAITA/,https://t.me/siuyeongHKAdopt/271
SAA,Cat,F,士多啤梨,https://www.saa.org.hk/zh/ad_detail.php?id=163,https://www.facebook.com/siuyeongHKAdopt/posts/217017930092606,https://www.instagram.com/p/CJyNbsKAsF_/,https://t.me/siuyeongHKAdopt/270
HKAAC,Cat,M,阿B,https://www.hk-aac.org.hk/貓狗領養?product_id=1641,https://www.facebook.com/siuyeongHKAdopt/posts/216320126829053,https://www.instagram.com/p/CJvmDB2AuCr/,https://t.me/siuyeongHKAdopt/269
HKHERP,Snake,N/A,驚Chan,https://www.hkherp.org.hk/product-page/粟米蛇-驚chan,https://www.facebook.com/siuyeongHKAdopt/posts/215613726899693,https://www.instagram.com/p/CJtA9B_AQKM/,https://t.me/siuyeongHKAdopt/268
Hong Kong Rabit Society,Rabbit,M,Gizmo,https://www.hkrabbit.org/?cat=4&rabbitID=18278,https://www.facebook.com/siuyeongHKAdopt/posts/214922466968819,https://www.instagram.com/p/CJqiIFrg72x/,https://t.me/siuyeongHKAdopt/267
Hong Kong Dog Rescue,Dog,M,Cider,https://hongkongdogrescue.com/dogs/Cider/,https://www.facebook.com/siuyeongHKAdopt/posts/214171563710576,https://www.instagram.com/p/CJn3V3kgBYK/,https://t.me/siuyeongHKAdopt/266
SPCA,Cat,F,Siu Oi,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=493283,https://www.facebook.com/siuyeongHKAdopt/posts/213284880465911,https://www.instagram.com/p/CJkk1G7AApl/,https://t.me/siuyeongHKAdopt/265
Paws United Charity,Cat,F,Stacey,https://www.instagram.com/p/CJgRaI2DelA/,https://www.facebook.com/siuyeongHKAdopt/posts/212675043860228,https://www.instagram.com/p/CJiFe4yArmU/,https://t.me/siuyeongHKAdopt/264
HKSCDA,Cat,F,Marice,https://hkscda.com/animal/id/1791,https://www.facebook.com/siuyeongHKAdopt/posts/211998660594533,https://www.instagram.com/p/CJfgDwuAN8_/,https://t.me/siuyeongHKAdopt/263
SAA,Cat,F,Lan Mui,https://www.saa.org.hk/zh/ad_detail.php?id=166,https://www.facebook.com/siuyeongHKAdopt/posts/211432030651196,https://www.instagram.com/p/CJd13NQA9x_/,https://t.me/siuyeongHKAdopt/262
HKAAC,Cat,M,Lolo,https://www.hk-aac.org.hk/貓狗領養?product_id=1639,https://www.facebook.com/siuyeongHKAdopt/posts/210658060728593,https://www.instagram.com/p/CJa_OTwA1zu/,https://t.me/siuyeongHKAdopt/261
HKHERP,Turtle,N/A,四四,https://www.hkherp.org.hk/product-page/巴西龜-四四,https://www.facebook.com/siuyeongHKAdopt/posts/210024597458606,https://www.instagram.com/p/CJYgreDgx9y/,https://t.me/siuyeongHKAdopt/260
Hong Kong Rabit Society,Rabbit,M,Hargow,https://www.hkrabbit.org/?cat=4&rabbitID=18258,https://www.facebook.com/siuyeongHKAdopt/posts/209261544201578,https://www.instagram.com/p/CJVz_NmAA4R/,https://t.me/siuyeongHKAdopt/259
Hong Kong Dog Rescue,Dog,M,Ernie,https://hongkongdogrescue.com/dogs/Ernie/,https://www.facebook.com/siuyeongHKAdopt/posts/208502484277484,https://www.instagram.com/p/CJSvHaDAi7r/,https://t.me/siuyeongHKAdopt/258
SPCA,Dog,M,Dor Dor,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=490796,https://www.facebook.com/siuyeongHKAdopt/posts/207846851009714,https://www.instagram.com/p/CJQHxKXAbes/,https://t.me/siuyeongHKAdopt/257
Paws United Charity,Cat,N/A,Villa & Valar,https://www.instagram.com/p/CJLQauqDmeI/,https://www.facebook.com/siuyeongHKAdopt/posts/207155521078847,https://www.instagram.com/p/CJNfhvEgRy7/,https://t.me/siuyeongHKAdopt/256
HKSCDA,Cat,M,Mallow,https://hkscda.com/animal/id/1779,https://www.facebook.com/siuyeongHKAdopt/posts/206548401139559,https://www.instagram.com/p/CJLcksYgYye/,https://t.me/siuyeongHKAdopt/255
SAA,Cat,F,Fi Fi,https://www.saa.org.hk/zh/ad_detail.php?id=167,https://www.facebook.com/siuyeongHKAdopt/posts/205920357869030,https://www.instagram.com/p/CJI7n9lg6sS/,https://t.me/siuyeongHKAdopt/254
HKAAC,Dog,F,Sasa,https://www.hk-aac.org.hk/貓狗領養?product_id=1618,https://www.facebook.com/siuyeongHKAdopt/posts/205290417932024,https://www.instagram.com/p/CJGbUZtgtp-/,https://t.me/siuyeongHKAdopt/253
HKHERP,Turtle,N/A,八八,https://www.hkherp.org.hk/product-page/紅耳龜-八八,https://www.facebook.com/siuyeongHKAdopt/posts/204595498001516,https://www.instagram.com/p/CJDygvXATHP/,https://t.me/siuyeongHKAdopt/252
Hong Kong Rabit Society,Rabbit,F,Shaomai,https://www.hkrabbit.org/?cat=4&rabbitID=18256,https://www.facebook.com/siuyeongHKAdopt/posts/203969938064072,https://www.instagram.com/p/CJBQso5A3Pn/,https://t.me/siuyeongHKAdopt/251
Hong Kong Dog Rescue,Dog,M,Ned,https://hongkongdogrescue.com/dogs/Ned/,https://www.facebook.com/siuyeongHKAdopt/posts/203780404749692,https://www.instagram.com/p/CJAndkAA6ye/,https://t.me/siuyeongHKAdopt/250
SPCA,Dog,F,Hailey,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=494223,https://www.facebook.com/siuyeongHKAdopt/posts/203172234810509,https://www.instagram.com/p/CI-PzypA1aQ/,https://t.me/siuyeongHKAdopt/249
Paws United Charity,Dog,M,Welch,https://www.instagram.com/p/CI8AdQIjOtQ/,https://www.facebook.com/siuyeongHKAdopt/posts/202546201539779,https://www.instagram.com/p/CI8IH96g0HW/,https://t.me/siuyeongHKAdopt/248
HKSCDA,Cat,M,Burney,https://hkscda.com/animal/id/1766,https://www.facebook.com/siuyeongHKAdopt/posts/201822901612109,https://www.instagram.com/p/CI5gmZ7AsIs/,https://t.me/siuyeongHKAdopt/247
SAA,Cat,F,Tiger,https://www.saa.org.hk/zh/ad_detail.php?id=168,https://www.facebook.com/siuyeongHKAdopt/posts/201082048352861,https://www.instagram.com/p/CI27tS3At7G/,https://t.me/siuyeongHKAdopt/246
HKAAC,Dog,M,福仔,https://www.hk-aac.org.hk/貓狗領養?product_id=1633,https://www.facebook.com/siuyeongHKAdopt/posts/200344248426641,https://www.instagram.com/p/CI0YCD5gN4M/,https://t.me/siuyeongHKAdopt/245
HKHERP,Turtle,N/A,小豆,https://www.hkherp.org.hk/product-page/紅耳龜-小豆,https://www.facebook.com/siuyeongHKAdopt/posts/199609458500120,https://www.instagram.com/p/CIxyrTUgLEM/,https://t.me/siuyeongHKAdopt/244
Hong Kong Rabit Society,Rabbit,M,Cracker,https://www.hkrabbit.org/?cat=4&rabbitID=18227,https://www.facebook.com/siuyeongHKAdopt/posts/198471061947293,https://www.instagram.com/p/CIuNIfigHIj/,https://t.me/siuyeongHKAdopt/243
Hong Kong Dog Rescue,Dog,F,Mona,https://hongkongdogrescue.com/dogs/mona-2/,https://www.facebook.com/siuyeongHKAdopt/posts/197757282018671,https://www.instagram.com/p/CIsANzogoL4/,https://t.me/siuyeongHKAdopt/242
SPCA,Dog,F,Agumon,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=487479,https://www.facebook.com/siuyeongHKAdopt/posts/196962872098112,https://www.instagram.com/p/CIpXaeGH_tX/,https://t.me/siuyeongHKAdopt/241
Paws United Charity,Cat,F,Sela,https://www.instagram.com/p/CIlRRxdjMeE/,https://www.facebook.com/siuyeongHKAdopt/posts/196446268816439,https://www.instagram.com/p/CInjqjNnsg0/,https://t.me/siuyeongHKAdopt/240
HKSCDA,Cat,F,Mercy,https://hkscda.com/animal/id/1756,https://www.facebook.com/siuyeongHKAdopt/posts/195728998888166,https://www.instagram.com/p/CIk8rFQAZk4/,https://t.me/siuyeongHKAdopt/239
SAA,Cat,M,綠茶,https://www.saa.org.hk/zh/ad_detail.php?id=170,https://www.facebook.com/siuyeongHKAdopt/posts/194961422298257,https://www.instagram.com/p/CIiaZtugsLa/,https://t.me/siuyeongHKAdopt/238
HKAAC,Dog,M,Bud Bud,https://www.hk-aac.org.hk/貓狗領養?product_id=1119,https://www.facebook.com/siuyeongHKAdopt/posts/194165369044529,https://www.instagram.com/p/CIfwhdPAo4m/,https://t.me/siuyeongHKAdopt/237
HKHERP,Turtle,N/A,呀草,https://www.hkherp.org.hk/product-page/草龜-呀草,https://www.facebook.com/siuyeongHKAdopt/posts/193146655813067,https://www.instagram.com/p/CIcOfeZgara/,https://t.me/siuyeongHKAdopt/236
Hong Kong Rabit Society,Rabbit,M,Maltose,https://www.hkrabbit.org/?cat=4&rabbitID=18217,https://www.facebook.com/siuyeongHKAdopt/posts/192583672536032,https://www.instagram.com/p/CIaWjqZgETy/,https://t.me/siuyeongHKAdopt/235
HKPAWS,Dog,M,Chuck,https://fb.com/hkpaws/posts/3618054854907879,https://www.facebook.com/siuyeongHKAdopt/posts/192460272548372,https://www.instagram.com/p/CIZ7_qbANY7/,https://t.me/siuyeongHKAdopt/234
Love Adopt Animal Society,Dog,F,Sylvian,https://fb.com/laas.hkg/posts/2719973004922895,https://www.facebook.com/siuyeongHKAdopt/posts/191899099271156,https://www.instagram.com/p/CIX-0NjAuly/,https://t.me/siuyeongHKAdopt/233
Hong Kong Dog Rescue,Dog,F,Meg,https://hongkongdogrescue.com/dogs/meg/,https://www.facebook.com/siuyeongHKAdopt/posts/191082882686111,https://www.instagram.com/p/CIVa7L3g34B/,https://t.me/siuyeongHKAdopt/232
SPCA,Cat,F,Odyssey,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=495341,https://www.facebook.com/siuyeongHKAdopt/posts/190379549423111,https://www.instagram.com/p/CIS4U3agC8b/,https://t.me/siuyeongHKAdopt/231
Paws United Charity,Dog,M,Yossi,https://www.instagram.com/p/CIPa5ACDQQ8/,https://www.facebook.com/siuyeongHKAdopt/posts/189624936165239,https://www.instagram.com/p/CIQURe4g-wW/,https://t.me/siuyeongHKAdopt/230
HKSCDA,Cat,M,Clad,https://hkscda.com/animal/id/1709,https://www.facebook.com/siuyeongHKAdopt/posts/189497596177973,https://www.instagram.com/p/CIP307cgaJT/,https://t.me/siuyeongHKAdopt/229
SAA,Cat,M,迎春,https://www.saa.org.hk/zh/ad_detail.php?id=171,https://www.facebook.com/siuyeongHKAdopt/posts/188856616242071,https://www.instagram.com/p/CINuk9cA04v/,https://t.me/siuyeongHKAdopt/228
HKAAC,Cat,M,星仔,https://www.hk-aac.org.hk/貓狗領養?product_id=1621,https://www.facebook.com/siuyeongHKAdopt/posts/187984296329303,https://www.instagram.com/p/CILDGJ2gT9M/,https://t.me/siuyeongHKAdopt/227
HKHERP,Turtle,N/A,五五,https://www.hkherp.org.hk/product-page/紅耳龜-五五,https://www.facebook.com/siuyeongHKAdopt/posts/187892383005161,https://www.instagram.com/p/CIKw7T_gq68/,https://t.me/siuyeongHKAdopt/226
Hong Kong Rabit Society,Rabbit,M,Paste,https://www.hkrabbit.org/?cat=4&rabbitID=18207,https://www.facebook.com/siuyeongHKAdopt/posts/187731046354628,https://www.instagram.com/p/CIKPtTzATRf/,https://t.me/siuyeongHKAdopt/225
HKPAWS,Dog,F,Jasmine,https://www.hkpaws.org/dogs-gallery-blog/puppy2-twce6-n95re-nm9zg,https://www.facebook.com/siuyeongHKAdopt/posts/187202766407456,https://www.instagram.com/p/CIIg3OWAgGv/,https://t.me/siuyeongHKAdopt/224
Love Adopt Animal Society,Dog,F,Julian,https://fb.com/laas.hkg/posts/2719980731588789,https://www.facebook.com/siuyeongHKAdopt/posts/187065486421184,https://www.instagram.com/p/CIIB3hegnhP/,https://t.me/siuyeongHKAdopt/223
House of Joy & Mercy,Dog,M,椒椒,https://hk.appledaily.com/lifestyle/20201128/FIDB6LFNGNDSBFUC2BYVWS6BPM/,https://www.facebook.com/siuyeongHKAdopt/posts/186962033098196,https://www.instagram.com/p/CIHq6Ljgt5f/,https://t.me/siuyeongHKAdopt/222
Hong Kong Dog Rescue,Dog,F,Matrix,https://hongkongdogrescue.com/dogs/matrix/,https://www.facebook.com/siuyeongHKAdopt/posts/186553806472352,https://www.instagram.com/p/CIGPCwfAgtH/,https://t.me/siuyeongHKAdopt/221
SPCA,Cat,M,Garfield,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=378106,https://www.facebook.com/siuyeongHKAdopt/posts/186180903176309,https://www.instagram.com/p/CIFlGBMAE-h/,https://t.me/siuyeongHKAdopt/220
Paws United Charity,Cat,F,Hilly,https://www.instagram.com/p/CIDDPOfjQ6d/,https://www.facebook.com/siuyeongHKAdopt/posts/186021329858933,https://www.instagram.com/p/CIE_ByKglm6/,https://t.me/siuyeongHKAdopt/219
HKSCDA,Cat,F,窗簾店媽媽,https://hkscda.com/animal/id/1710,https://www.facebook.com/siuyeongHKAdopt/posts/185555999905466,https://www.instagram.com/p/CIDdyQugOpE/,https://t.me/siuyeongHKAdopt/218
SAA,Cat,F,Bailey,https://www.saa.org.hk/zh/ad_detail.php?id=219,https://www.facebook.com/siuyeongHKAdopt/posts/185343899926676,https://www.instagram.com/p/CICyDdMgXiv/,https://t.me/siuyeongHKAdopt/217
HKAAC,Cat,F,Moonie,https://www.hk-aac.org.hk/貓狗領養?product_id=1627,https://www.facebook.com/siuyeongHKAdopt/posts/184593553335044,https://www.instagram.com/p/CIAoGiwgMjn/,https://t.me/siuyeongHKAdopt/216
HKHERP,Turtle,N/A,綿花,https://www.hkherp.org.hk/product-page/刀背蛋龜-綿花,https://www.facebook.com/siuyeongHKAdopt/posts/183902953404104,https://www.instagram.com/p/CH-SSvUAMKh/,https://t.me/siuyeongHKAdopt/215
Hong Kong Rabit Society,Rabbit,M,Copy,https://www.hkrabbit.org/?cat=4&rabbitID=18205,https://www.facebook.com/siuyeongHKAdopt/posts/183726510088415,https://www.instagram.com/p/CH9prFnAbE7/,https://t.me/siuyeongHKAdopt/214
HKPAWS,Dog,M,Albus,https://www.hkpaws.org/dogs-gallery-blog/puppy1-s7rzn,https://www.facebook.com/siuyeongHKAdopt/posts/183152396812493,https://www.instagram.com/p/CH7titGA1nM/,https://t.me/siuyeongHKAdopt/213
Love Adopt Animal Society,Dog,F,Vivian,https://fb.com/laas.hkg/posts/2719983034921892,https://www.facebook.com/siuyeongHKAdopt/posts/182960276831705,https://www.instagram.com/p/CH7AkktAIeW/,https://t.me/siuyeongHKAdopt/212
House of Joy & Mercy,Dog,F,MOON MOON,https://hk.appledaily.com/lifestyle/20201121/7O4RLGBVEFFSDC4RSDCXGKW6OU/,https://www.facebook.com/siuyeongHKAdopt/posts/182099856917747,https://www.instagram.com/p/CH4boOWgzMK/,https://t.me/siuyeongHKAdopt/211
Hong Kong Dog Rescue,Dog,M,Nemo,https://hongkongdogrescue.com/dogs/nemo/,https://www.facebook.com/siuyeongHKAdopt/posts/181974636930269,https://www.instagram.com/p/CH4E8LnA-HA/,https://t.me/siuyeongHKAdopt/210
SPCA,Dog,M,Ricy,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=492628,https://www.facebook.com/siuyeongHKAdopt/posts/181326133661786,https://www.instagram.com/p/CH2RYxpgh5J/,https://t.me/siuyeongHKAdopt/209
Paws United Charity,Dog,F,Helena,https://www.instagram.com/p/CHxTW4dDeSd/,https://www.facebook.com/siuyeongHKAdopt/posts/180672703727129,https://www.instagram.com/p/CH0D68qALKB/,https://t.me/siuyeongHKAdopt/208
HKSCDA,Cat,M,Benji,https://hkscda.com/animal/id/1694,https://www.facebook.com/siuyeongHKAdopt/posts/180385870422479,https://www.instagram.com/p/CHzEzAopeuK/,https://t.me/siuyeongHKAdopt/207
SAA,Cat,F,Niu Niu,https://www.saa.org.hk/zh/ad_detail.php?id=227,https://www.facebook.com/siuyeongHKAdopt/posts/179294190531647,https://www.instagram.com/p/CHxewXjACXW/,https://t.me/siuyeongHKAdopt/206
HKAAC,Cat,F,Lulu,https://www.hk-aac.org.hk/貓狗領養?product_id=1628,https://www.facebook.com/siuyeongHKAdopt/posts/178999713894428,https://www.instagram.com/p/CHwfNtXA2vq/,https://t.me/siuyeongHKAdopt/205
HKHERP,Turtle,N/A,小鋸鱷,https://www.hkherp.org.hk/product-page/凸背鱷龜-小鋸鱷,https://www.facebook.com/siuyeongHKAdopt/posts/178346720626394,https://www.instagram.com/p/CHuW59FA3pj/,https://t.me/siuyeongHKAdopt/204
Hong Kong Rabit Society,Rabbit,F,Hotcake,https://www.hkrabbit.org/?cat=4&rabbitID=18172,https://www.facebook.com/siuyeongHKAdopt/posts/177848700676196,https://www.instagram.com/p/CHsMRAbguK7/,https://t.me/siuyeongHKAdopt/203
HKPAWS,Dog,M,Cooper,https://fb.com/hkpaws/posts/3563154503731248,https://www.facebook.com/siuyeongHKAdopt/posts/177453447382388,https://www.instagram.com/p/CHp6sZJAzXk/,https://t.me/siuyeongHKAdopt/202
Love Adopt Animal Society,Dog,F,花姐,https://fb.com/laas.hkg/posts/2692713764315486,https://www.facebook.com/siuyeongHKAdopt/posts/176635390797527,https://www.instagram.com/p/CHmwMP-gFmx/,https://t.me/siuyeongHKAdopt/201
House of Joy & Mercy,Dog,M,Dobby,https://fb.com/housejoymercy/posts/5106124952734641,https://www.facebook.com/siuyeongHKAdopt/posts/176470927480640,https://www.instagram.com/p/CHmMu_Pgl4r/,https://t.me/siuyeongHKAdopt/200
Hong Kong Dog Rescue,Dog,F,Sadie,https://hongkongdogrescue.com/dogs/sadie-2/,https://www.facebook.com/siuyeongHKAdopt/posts/175991270861939,https://www.instagram.com/p/CHkl0VAArzT/,https://t.me/siuyeongHKAdopt/199
SPCA,Dog,F,Sniff,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=457971,https://www.facebook.com/siuyeongHKAdopt/posts/175852710875795,https://www.instagram.com/p/CHjn7CVAl8U/,https://t.me/siuyeongHKAdopt/198
Paws United Charity,Dog,M,Ruxin,https://www.instagram.com/p/CHfMYdLjg5R/,https://www.facebook.com/siuyeongHKAdopt/posts/175581020902964,https://www.instagram.com/p/CHiL0uzgyeG/,https://t.me/siuyeongHKAdopt/197
HKSCDA,Cat,M,Phil,https://hkscda.com/animal/id/1653,https://www.facebook.com/siuyeongHKAdopt/posts/175491007578632,https://www.instagram.com/p/CHhe4fqAaz7/,https://t.me/siuyeongHKAdopt/196
SAA,Cat,M,麥嘜,https://www.saa.org.hk/zh/ad_detail.php?id=265,https://www.facebook.com/siuyeongHKAdopt/posts/175455804248819,https://www.instagram.com/p/CHhH4xwA_G5/,https://t.me/siuyeongHKAdopt/195
HKAAC,Cat,F,大眼妹,https://www.hk-aac.org.hk/貓狗領養?product_id=1622,https://www.facebook.com/siuyeongHKAdopt/posts/175082637619469,https://www.instagram.com/p/CHfbuMWgn1r/,https://t.me/siuyeongHKAdopt/194
HKHERP,Turtle,N/A,珍寶豬,https://www.hkherp.org.hk/product-page/平背鱷魚龜-珍寶豬,https://www.facebook.com/siuyeongHKAdopt/posts/174775637650169,https://www.instagram.com/p/CHczjxvAbaE/,https://t.me/siuyeongHKAdopt/193
Hong Kong Rabit Society,Rabbit,F,Omelet,https://www.hkrabbit.org/?cat=4&rabbitID=18159,https://www.facebook.com/siuyeongHKAdopt/posts/174348944359505,https://www.instagram.com/p/CHaQveGAwO-/,https://t.me/siuyeongHKAdopt/192
HKPAWS,Dog,M,Teddy,https://fb.com/hkpaws/posts/3546517345394964,https://www.facebook.com/siuyeongHKAdopt/posts/173489711112095,https://www.instagram.com/p/CHXml0kAx-H/,https://t.me/siuyeongHKAdopt/191
Love Adopt Animal Society,Dog,M,大豹,https://fb.com/laas.hkg/posts/2692713764315486,https://www.facebook.com/siuyeongHKAdopt/posts/173070507820682,https://www.instagram.com/p/CHVQbWPgjIl/,https://t.me/siuyeongHKAdopt/190
House of Joy & Mercy,Dog,M,迪迪仔,https://hk.appledaily.com/lifestyle/20200923/CDI3PI3WFZCEVDO3KBSJEM233U/,https://www.facebook.com/siuyeongHKAdopt/posts/172754194518980,https://www.instagram.com/p/CHUMFRyJCEV/,https://t.me/siuyeongHKAdopt/189
Hong Kong Dog Rescue,Dog,M,Jerry,https://hongkongdogrescue.com/dogs/Jerry/,https://www.facebook.com/siuyeongHKAdopt/posts/172149307912802,https://www.instagram.com/p/CHSXNNoA2sB/,https://t.me/siuyeongHKAdopt/188
SPCA,Dog,F,Oreo,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=490465,https://www.facebook.com/siuyeongHKAdopt/posts/172065911254475,https://www.instagram.com/p/CHRrc-RpwDy/,https://t.me/siuyeongHKAdopt/187
Paws United Charity,Cat,F,Simone,https://www.instagram.com/p/CHM7990DOsU/,https://www.facebook.com/siuyeongHKAdopt/posts/171423477985385,https://www.instagram.com/p/CHP9ityAHP9/,https://t.me/siuyeongHKAdopt/186
HKSCDA,Cat,M,炭仔,https://hkscda.com/animal/id/1657,https://www.facebook.com/siuyeongHKAdopt/posts/171068751354191,https://www.instagram.com/p/CHNUdRqAgff/,https://t.me/siuyeongHKAdopt/185
SAA,Cat,M,麥兒,https://www.saa.org.hk/zh/ad_detail.php?id=267,https://www.facebook.com/siuyeongHKAdopt/posts/170625598065173,https://www.instagram.com/p/CHKvi4TALeO/,https://t.me/siuyeongHKAdopt/183
HKAAC,Dog,F,Apple,https://www.hk-aac.org.hk/貓狗領養?product_id=1585,https://www.facebook.com/siuyeongHKAdopt/posts/170234778104255,https://www.instagram.com/p/CHIOt6ZAbm4/,https://t.me/siuyeongHKAdopt/181
HKHERP,Turtle,N/A,朱古力,https://www.hkherp.org.hk/product-page/甜甜圈龜-朱古力,https://www.facebook.com/siuyeongHKAdopt/posts/169935441467522,https://www.instagram.com/p/CHFopdogSKZ/,https://t.me/siuyeongHKAdopt/180
Hong Kong Rabit Society,Rabbit,M,Taco,https://www.hkrabbit.org/?cat=4&rabbitID=17067,https://www.facebook.com/siuyeongHKAdopt/posts/169563191504747,https://www.instagram.com/p/CHCt7gsgqvw/,https://t.me/siuyeongHKAdopt/179
HKPAWS,Cat,M,Elliot,https://fb.com/hkpaws/posts/3523795997667099,https://www.facebook.com/siuyeongHKAdopt/posts/169210794873320,https://www.instagram.com/p/CHCGtc1p9U2/,https://t.me/siuyeongHKAdopt/178
Love Adopt Animal Society,Dog,F,Poppy,https://fb.com/laas.hkg/posts/2692713764315486,https://www.facebook.com/siuyeongHKAdopt/posts/168991024895297,https://www.instagram.com/p/CHAa2DxgBVw/,https://t.me/siuyeongHKAdopt/177
House of Joy & Mercy,Dog,F,阿B,https://hk.appledaily.com/lifestyle/20201031/BH5SGJ3ZAFANHM7B46HIFRMJVU/,https://www.facebook.com/siuyeongHKAdopt/posts/168890151572051,https://www.instagram.com/p/CG_pdwpJ-Wg/,https://t.me/siuyeongHKAdopt/176
Hong Kong Dog Rescue,Dog,M,Victor,https://hongkongdogrescue.com/dogs/victor/,https://www.facebook.com/siuyeongHKAdopt/posts/168661054928294,https://www.instagram.com/p/CG99obUpyIk/,https://t.me/siuyeongHKAdopt/175
SPCA,Turtle,M,Shelly,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=491033,https://www.facebook.com/siuyeongHKAdopt/posts/168539864940413,https://www.instagram.com/p/CG9PV_MgWwz/,https://t.me/siuyeongHKAdopt/174
Paws United Charity,Dog,F,Pammy,https://instagr.am/p/CGzzSlHD_4l/,https://www.facebook.com/siuyeongHKAdopt/posts/168477838279949,https://www.instagram.com/p/CG8xtQlpz0c/,https://t.me/siuyeongHKAdopt/172
